,0
0,-0.0027004918
1,-0.17061913
2,-0.038136475
3,0.01663297
4,0.2279422
5,0.0035954267
6,0.14340463
7,-0.06836143
8,0.17627856
9,0.09723022
10,0.39516777
11,-0.017274106
12,-0.23031436
13,0.053975355
14,0.2485425
15,-0.40598506
16,0.081090085
17,-0.044535607
18,0.23703785
19,-0.097224854
20,0.097306564
21,0.06140147
22,0.11292468
23,0.06263515
24,-0.17422688
25,0.1554496
26,-0.075107574
27,0.10682858
28,-0.2993219
29,-0.02552706
30,0.12731862
31,-0.028232146
32,-0.002538506
33,-0.10309693
34,-0.1857532
35,0.1350677
36,-0.01315473
37,-0.0236115
38,-0.24164227
39,-0.0023081321
40,0.22206739
41,0.039200522
42,-0.0872661
43,0.06780917
44,0.014682153
45,0.061469506
46,-0.07615726
47,-0.15766908
48,0.14100492
49,-0.03785626
50,-0.013022799
51,0.06860824
52,-0.10245392
53,-0.18584125
54,-0.09975715
55,-0.12813711
56,0.015941616
57,0.19357578
58,-0.23110959
59,0.022471495
60,-0.01436886
61,-0.16177496
62,-0.07922761
63,0.018618621
64,-0.01647996
65,-0.0435163
66,-0.14011149
67,0.15406743
68,-0.058224857
69,0.09327183
70,-0.062803224
71,0.078929864
72,0.034205522
73,0.16748956
74,0.2435336
75,-0.1352619
76,-0.20118049
77,-0.124198526
78,0.045667987
79,0.042808205
80,0.17345026
81,0.17172576
82,0.034978777
83,0.16473687
84,0.14912406
85,0.13655186
86,-0.018830787
87,-0.06643824
88,0.031443674
89,0.009112906
90,0.064962074
91,-0.083121285
92,0.06297467
93,-0.015923727
94,0.17703214
95,-0.043872327
96,-0.059602268
97,-0.015277637
98,0.06905947
99,0.105647415
100,0.01960203
101,0.039269254
102,-0.15677896
103,0.08086778
104,0.29475617
105,-0.22003798
106,-0.2228967
107,0.110784486
108,0.15169376
109,-0.09038546
110,-0.04410355
111,-0.26929122
112,-0.09584838
113,0.33057094
114,-0.2892515
115,0.040054277
116,0.119635805
117,0.1301908
118,0.09454101
119,-0.109342396
120,-0.30559796
121,-0.060347863
122,0.146178
123,0.04089838
124,0.06387499
125,-0.120227054
126,0.15708429
127,-0.25347757
128,-0.05284135
129,0.0667202
130,-0.12757663
131,-0.06856153
132,-0.20948154
133,-0.22410849
134,-0.05560013
135,0.1106975
136,-0.007710349
137,0.08624515
138,0.119679965
139,0.014635026
140,-0.20695873
141,-0.0779504
142,0.0053794794
143,-0.038594343
144,-0.16429225
145,0.20444712
146,0.06938075
147,-0.13685863
148,0.12575248
149,-0.32732314
150,0.23412725
151,0.35030967
152,-0.10499302
153,0.092479885
154,0.17685238
155,0.070890285
156,-0.25737366
157,-0.0037298612
158,0.42488295
159,0.16045256
160,-0.017931681
161,-0.052020743
162,0.009549484
163,-0.07697256
164,-0.11874216
165,-0.031072363
166,0.076953776
167,-0.098816805
168,-0.031808443
169,0.03719455
170,-0.23142454
171,0.16526365
172,-0.07855133
173,0.0916381
174,0.15595016
175,0.09594504
176,0.2250278
177,-0.07370836
178,-0.06516816
179,0.17392321
180,0.020940732
181,-0.22508115
182,0.12284659
183,0.04921988
184,0.08890509
185,-0.091545925
186,0.03577093
187,0.054222714
188,0.1884073
189,-0.12853955
190,0.14115147
191,-0.19287696
192,-0.012910403
193,0.22870222
194,0.16756177
195,0.18380433
196,-0.027591279
197,0.0011197962
198,-0.014410529
199,-0.0073742867
200,0.07518377
201,-0.057275813
202,-0.13577962
203,-0.21710107
204,0.13410032
205,0.15763411
206,0.20117769
207,-0.06841031
208,-0.18935998
209,-0.08759469
210,0.13152434
211,-0.074643195
212,-0.13840462
213,0.19296448
214,0.13271922
215,-0.12041704
216,0.051947024
217,-0.2249965
218,-0.013633657
219,-0.109857306
220,0.2816874
221,0.030440867
222,0.10463384
223,-0.1390786
224,0.09721285
225,0.02293536
226,-0.030582078
227,-0.07588316
228,-0.14187603
229,-0.17161536
230,-0.02259351
231,-0.075769015
232,-0.06749773
233,-0.14971808
234,-0.098200396
235,0.06045133
236,-0.097058736
237,-0.020609371
238,0.071042754
239,-0.083461456
240,0.030557329
241,-0.005954978
242,0.05364135
243,-0.01728645
244,0.18552163
245,-0.0020537525
