,0
0,-0.026784237
1,0.35320425
2,-0.023792023
3,0.045097683
4,-0.06388084
5,-0.09182696
6,-0.13288917
7,0.121699125
8,-0.1327109
9,-0.2169503
10,-0.24573496
11,-0.06350936
12,0.0059514046
13,0.21494922
14,-0.17245653
15,0.53334975
16,-0.04615082
17,-0.06620665
18,-0.41258985
19,0.20800745
20,-0.07789073
21,-0.361135
22,0.15475118
23,-0.043446764
24,0.23830071
25,0.13169545
26,-0.19746177
27,0.24529837
28,0.29077077
29,0.5344534
30,-0.3202476
31,-0.016234048
32,-0.03569746
33,-0.13403776
34,0.13447148
35,0.24092484
36,0.12650463
37,-0.05706124
38,-0.045984663
39,-0.14787912
40,-0.9060152
41,-0.085533336
42,0.115443476
43,-0.13763228
44,0.13246126
45,-0.15244584
46,0.04963039
47,0.05917605
48,-0.045714043
49,-0.37795255
50,0.043054726
51,0.074174404
52,-0.0149824545
53,0.1660176
54,0.23385254
55,-0.044651404
56,-0.105308615
57,0.03922468
58,0.27757365
59,-0.048854206
60,0.021258367
61,0.24944618
62,0.039407786
63,-0.17379713
64,0.18656893
65,-0.065267056
66,0.2503329
67,-0.05693031
68,0.16563009
69,-0.017393705
70,0.1162565
71,-0.005699653
72,-0.032785866
73,-0.3257706
74,-0.105997525
75,0.32183185
76,-0.0661225
77,0.028451119
78,0.08754331
79,-0.16541702
80,-0.07265209
81,0.3094735
82,0.045523316
83,-0.18464074
84,-0.093334466
85,0.02160237
86,-0.025057651
87,-0.06642945
88,-0.11778622
89,-0.05808381
90,0.29252082
91,-0.14984615
92,-0.018049903
93,-0.017245315
94,-0.06351555
95,0.032184165
96,0.1635695
97,-0.18191439
98,0.064388245
99,-0.17720382
100,0.18609998
101,-0.07795496
102,0.014872674
103,-0.036095966
104,0.026267897
105,0.13337752
106,0.20151192
107,-0.04405611
108,-0.18052062
109,0.13484363
110,0.24653283
111,0.27477908
112,0.087588824
113,-0.13301398
114,-0.088841155
115,0.025796562
116,-0.24110258
117,0.015596487
118,-0.44429323
119,-0.3003078
120,-0.2759853
121,-0.12864438
122,0.07382504
123,-0.10592376
124,-0.11931074
125,-0.15709785
126,-0.077862635
127,0.13747302
128,-0.02917428
129,0.07430512
130,-0.011803711
131,0.109758034
132,-0.26723373
133,0.66112673
134,-0.12927784
135,0.03230434
136,0.20793542
137,-0.03484562
138,-0.09543658
139,0.3284201
140,0.62369597
141,0.070218764
142,-0.009631872
143,0.1838744
144,0.391103
145,-0.07262923
146,0.05235973
147,0.12180255
148,0.37700516
149,0.0013098791
150,0.11480575
151,-0.29192555
152,0.03227186
153,0.21281263
154,-0.06211581
155,0.011023702
156,-0.1795959
157,0.023012914
158,-0.2378592
159,-0.14229459
160,-0.13460356
161,0.18906364
162,-0.10889819
163,0.099861555
164,0.06491305
165,0.16757067
166,0.09735443
167,-0.005005868
168,-0.33206233
169,-0.14868161
170,0.2912798
171,-0.09634881
172,0.17226475
173,-0.60743046
174,0.16245231
175,0.081835866
176,-0.02624408
177,0.15594426
178,0.1465525
179,-0.113037765
180,-0.0036078617
181,-0.124973625
182,-0.14592642
183,-0.0037461948
184,0.20707574
185,-0.13361815
186,0.124491185
187,0.24794368
188,-0.055357933
189,0.11651635
190,0.011386899
191,0.2629923
192,0.11500303
193,-0.23093724
194,0.09687181
